# Bright-star catalogue for hordewatch.astro: all Hipparcos stars with V <= 5.0 (1625 stars)
# Source: HYG database v4.1 (astronexus), https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
# HYG = Hipparcos + Yale Bright Star Catalog + Gliese; licence CC BY-SA 4.0 (http://creativecommons.org/licenses/by-sa/4.0/)
# ra_deg/dec_deg: ICRS/J2000, epoch J2000 (HYG ra hours x 15); pmra = mu_alpha* (mas/yr, x cos dec); vmag = V
# Generated by hordewatch.astro.stars.build_catalogue_from_hyg; sorted by vmag (row k = k-th brightest)
name,hip,ra_deg,dec_deg,pmra_mas_yr,pmdec_mas_yr,vmag
HIP 39311,39311,120.566400,2.334571,-28.04,105.49,4.39
HIP 17884,17884,57.380355,65.525972,-2.50,-13.98,4.39
31 Leo,49637,151.976130,9.997508,-81.10,-64.20,4.39
37Phi1Ori,26176,83.705160,9.489579,-1.24,-2.49,4.39
Omi Pup,38070,117.021540,-25.937169,-10.22,4.92,4.40
38Eta And,4463,14.301675,23.417648,-43.72,-46.06,4.40
Del Ind,108431,329.479395,-54.992575,43.00,-3.67,4.40
16 Pup,39906,122.256825,-19.245014,-9.97,-5.46,4.40
Kap Pav,93015,284.237655,-67.233495,-7.83,16.65,4.40
46Tau Gem,34693,107.784885,30.245163,-31.00,-48.40,4.41
HIP 32761,32761,102.463815,-53.622449,-2.27,17.57,4.41
94Nu Her,87998,269.625615,30.189277,-0.48,3.23,4.41
66Ups Cyg,105138,319.479480,34.896898,11.96,6.85,4.41
33Pi Cep,114222,346.974345,75.387496,5.74,-35.10,4.41
Maasym,85693,262.684620,26.110645,18.39,16.78,4.41
Gam Scl,115102,349.705995,-32.532027,19.65,-78.57,4.41
HIP 70300,70300,215.759340,-39.511819,-24.32,-21.81,4.41
93Psi2Aqr,115033,349.475895,-9.182513,19.63,-9.64,4.41
60 Leo,53954,165.582405,20.179842,-9.60,39.57,4.42
58 Hya,72571,222.572205,-27.960371,-237.37,-62.37,4.42
HIP 34922,34922,108.384555,-44.639739,107.12,325.32,4.42
27Lam Ser,77257,236.610900,7.353073,-225.51,-68.52,4.42
67Nu Ori,29038,91.893015,14.768472,4.95,-21.18,4.42
68 Oph,88290,270.438330,1.305076,15.43,-13.61,4.42
3Bet Lac,110538,335.890125,52.229046,-13.56,-186.37,4.42
8Nu 3CMa,31700,99.472590,-18.237478,-6.86,-8.47,4.42
HIP 40326,40326,123.512145,-40.347890,44.84,-65.79,4.42
Alkarab,115623,351.344895,23.404101,193.12,36.47,4.42
27 CMa,34981,108.563385,-26.352507,-6.58,3.89,4.42
Keid,19849,63.818055,-7.652871,-2239.33,-3419.86,4.43
26Pi Eri,17593,56.535555,-12.101589,55.59,60.03,4.43
Aladfar,94481,288.439530,39.145968,-1.59,-0.61,4.43
39 Cyg,100587,305.965065,32.190172,35.71,-5.81,4.43
62 Sgr,98688,300.664485,-27.709845,32.28,14.35,4.43
3 Aqr,102624,311.934315,-5.027701,-3.30,-40.24,4.43
7 Cam,23040,74.321700,53.752101,-24.17,7.53,4.43
11Del Del,102281,310.864725,15.074581,-19.61,-41.74,4.43
Sig Lup,71121,218.154435,-50.457157,-29.55,-14.85,4.44
HIP 40091,40091,122.839560,-39.618545,-8.91,3.10,4.44
HIP 36795,36795,113.513265,-22.296067,-40.38,46.84,4.44
Alp Cae,21770,70.140585,-41.863752,-141.18,-74.95,4.44
2 Lyn,30060,94.905780,59.010964,-3.51,24.43,4.44
63Del Psc,3786,12.170595,7.585079,83.14,-50.48,4.44
7 Cet,1170,3.660075,-18.932866,-27.15,-73.78,4.44
Anser,95771,292.176405,24.664905,-126.45,-106.99,4.44
HIP 40706,40706,124.638870,-36.659288,-111.27,100.62,4.44
Eps Ret,19921,64.121070,-59.302156,-47.99,-167.81,4.44
HIP 44191,44191,135.022575,-41.253605,-40.67,54.59,4.45
70Xi Ori,29426,92.984985,14.208765,-1.59,-20.23,4.45
3Iot Lep,24244,78.074595,-11.869219,24.95,-31.22,4.45
74Phi Leo,55084,169.165425,-3.651601,-108.15,-35.76,4.45
106Nu Psc,7884,25.357890,5.487613,-22.73,3.61,4.45
9Ome Oph,80975,248.034165,-21.466390,20.21,36.23,4.45
Bet For,13147,42.272535,-32.405898,86.96,158.96,4.45
38Mu Aql,96229,293.522295,7.378941,212.76,-155.39,4.45
Minchir,42402,129.689325,3.341435,-19.03,-16.29,4.45
HIP 51849,51849,158.897100,-57.557636,-15.43,-0.16,4.45
Del2Cha,52633,161.446305,-80.540188,-37.33,6.19,4.45
60Tau Dra,94648,288.888435,73.355468,-116.60,104.25,4.45
22Gam PsA,112948,343.131405,-32.875504,-33.32,-22.15,4.46
15 UMa,44901,137.217945,51.604648,-137.81,-32.48,4.46
17Rho Ori,24331,78.322845,2.861265,3.05,4.94,4.46
11Bet Crt,54682,167.914530,-22.825847,4.73,-99.06,4.46
Iot Cas,11569,37.266555,67.402474,-27.92,37.06,4.46
HIP 59173,59173,182.021820,-50.661278,-34.07,-9.85,4.46
Eps Nor,80582,246.796005,-47.554786,-13.72,-20.63,4.46
32 Eri,18255,58.572930,-2.954730,26.42,1.49,4.46
1Tau1Eri,12843,41.275725,-18.572563,330.93,36.28,4.47
7Del Equ,104858,318.620055,10.006981,42.32,-303.43,4.47
16 Lib,73165,224.295825,-4.346462,-97.83,-154.56,4.47
10Pi 6Ori,23123,74.637090,1.714016,-1.59,-7.93,4.47
1Kap Leo,46146,141.163590,26.182324,-31.13,-48.06,4.47
26 UMa,47006,143.706075,52.051477,-65.07,-37.30,4.47
HIP 57803,57803,177.786285,-45.173470,-72.42,-8.62,4.47
HIP 44599,44599,136.286775,-72.602705,-8.44,-4.72,4.47
Lam Gru,109111,331.528710,-39.543353,-24.16,-125.17,4.47
13 Mon,31216,98.225940,7.332965,-3.89,-5.80,4.47
Lam CMa,30788,97.042545,-32.580070,-13.78,24.24,4.47
HIP 15549,15549,50.084835,29.048458,-8.21,-16.42,4.47
HIP 38957,38957,119.560170,-49.244912,-7.48,6.91,4.47
28Sig Boo,71284,218.670000,29.745130,188.32,132.72,4.47
Fumalsamakah,113889,345.969225,3.820045,12.86,-10.13,4.48
22Omi Cas,3504,11.181300,48.284364,17.79,-7.62,4.48
4Psi Oph,80343,246.025770,-20.037327,-21.48,-47.53,4.48
86 Aqr,114119,346.670175,-23.743115,59.90,0.53,4.48
18 Mon,32578,101.965200,2.412159,-12.97,-12.36,4.48
71 Tau,20713,66.586410,15.618265,114.66,-33.30,4.48
Gam Cir,75323,230.844375,-59.320787,-10.29,-36.57,4.48
Gam Ret,18744,60.224190,-62.159284,1.80,34.95,4.48
15Alp Sex,49641,151.984500,-0.371637,-26.17,-3.65,4.48
48 Cas,9480,30.489660,70.907020,-54.46,-10.69,4.49
30 Gem,32249,100.997055,13.228017,-2.29,-51.80,4.49
105Ome2Aqr,116971,355.680585,-14.544905,98.35,-66.78,4.49
Eps Tuc,118322,359.978910,-65.577132,48.63,-22.33,4.49
13The Cyg,96441,294.110580,50.221103,-8.15,262.98,4.49
78Mu 1Cyg,107310,326.035650,28.742632,260.33,-242.73,4.49
18Lam Psc,116928,355.511685,1.780041,-129.55,-154.87,4.49
24 Cap,104234,316.781955,-25.005853,-27.19,-43.37,4.49
50Ups1Eri,21248,68.377350,-29.766492,-114.35,-271.56,4.49
21 LMi,49593,151.857315,35.244693,50.97,0.64,4.49
HIP 34834,34834,108.140250,-46.759305,-135.60,106.79,4.49
HIP 38455,38455,118.161030,-38.862812,-9.49,4.02,4.49
29Pi 1Boo,71762,220.181520,16.418324,9.64,9.46,4.49
13Nu Aqr,104459,317.398530,-11.371693,92.31,-15.76,4.50
14Mu PsA,109285,332.095830,-32.988468,80.05,-28.88,4.50
HIP 43105,43105,131.677305,-56.769776,-9.40,8.64,4.50
47Ome Ori,26594,84.796440,4.121467,0.76,0.07,4.50
4Tau Boo,67275,206.815650,17.456906,-480.33,54.18,4.50
23 Vul,99874,303.942240,27.814242,-34.37,5.77,4.50
36 Cap,106039,322.180815,-21.807180,133.97,-5.47,4.50
HIP 50676,50676,155.228355,-56.043220,-18.15,1.49,4.50
11 Lac,111944,340.128495,44.276305,94.18,10.00,4.50
HIP 109754,109754,333.469680,39.714927,37.65,15.55,4.50
Gam Pic,27530,87.456765,-56.166663,81.61,-71.77,4.50
93 Leo,57565,176.996430,20.218931,-145.47,-4.04,4.50
21Iot Ser,76852,235.387740,19.670401,-59.86,-43.23,4.51
Eps Ant,46515,142.311345,-35.951335,-24.74,5.07,4.51
Eta Ind,102333,311.009490,-51.920971,155.49,-53.64,4.51
7Rho Cas,117863,358.595970,57.499382,-4.54,-3.45,4.51
39Eps Cap,106723,324.270120,-19.466011,13.48,0.81,4.51
HIP 47391,47391,144.837585,-61.328060,-34.89,18.60,4.51
29Tau Aur,27483,87.293505,39.181071,-28.42,-25.55,4.51
67Rho Dra,98702,300.704400,67.873565,16.43,47.80,4.51
25Sig And,1473,4.581945,36.785224,-66.51,-42.48,4.51
83Tau Psc,5586,17.915130,30.089638,74.29,-37.61,4.51
Del Tuc,110838,336.832965,-64.966354,68.68,10.21,4.51
6 Lac,111104,337.621920,43.123376,-2.05,-5.76,4.52
43Psi Boo,73745,226.111470,26.947649,-176.31,-4.52,4.52
Khambalia,69974,214.777470,-13.371095,-17.12,29.39,4.52
2 Peg,106140,322.487055,23.638838,24.39,3.52,4.52
HIP 102431,102431,311.338170,57.579725,-62.95,-235.56,4.52
Eps Tel,89112,272.807355,-45.954418,-16.28,-37.26,4.52
HIP 65271,65271,200.658165,-60.988393,-35.50,-15.19,4.52
46Ups Sgr,95176,290.431755,-15.955018,1.79,-6.27,4.52
HIP 65387,65387,201.001920,-64.535668,29.10,-20.96,4.52
Lilii Borea,13061,41.977200,29.247118,148.42,-125.76,4.52
HIP 28413,28413,90.013950,-3.074253,6.87,-72.71,4.53
7 And,114570,348.137400,49.406207,89.78,95.57,4.53
54Lam Cyg,102589,311.852235,36.490717,14.93,-8.20,4.53
35Nu And,3881,12.453510,41.078911,22.68,-18.05,4.53
3 Sgr,87072,266.890110,-27.830788,-3.62,-10.67,4.53
HIP 37096,37096,114.342135,-34.968530,-13.65,16.53,4.53
17Kap2Boo,69483,213.370770,51.789965,61.39,-10.57,4.53
Bet2Tuc,2487,7.889190,-62.965561,87.95,-45.79,4.53
HIP 85365,85365,261.657840,-5.086596,-91.53,-42.75,4.53
10 LMi,46952,143.555760,36.397558,6.82,-22.89,4.54
Phi2Lup,75304,230.788965,-36.858489,-18.05,-21.53,4.54
24 UMa,46977,143.620545,69.830343,-63.90,77.59,4.54
24Iot1Lib,74392,228.055380,-19.791710,-35.59,-32.55,4.54
37Xi Boo,72659,222.847395,19.100460,152.81,-71.28,4.54
32Tau2Hya,46776,142.995540,-1.184664,-11.42,-3.87,4.54
5Xi 2CMa,31416,98.764110,-22.964793,13.11,16.52,4.54
70 Peg,115919,352.288725,12.760554,59.62,25.18,4.54
55 Peg,114144,346.751085,9.409492,6.73,-12.76,4.54
16 Aur,24727,79.544025,33.371613,29.86,-160.98,4.54
59 Sgr,98162,299.236800,-27.169899,9.60,-14.95,4.54
HIP 76371,76371,233.971890,-44.958389,-20.42,-21.48,4.55
HIP 33694,33694,105.016215,76.977408,73.18,-13.88,4.55
30Phi UMa,48402,148.026495,54.064332,-4.21,19.18,4.55
Gam1Cae,23595,76.101600,-35.482978,126.17,-44.36,4.55
6 CMi,36425,112.449090,12.006564,1.26,-19.26,4.55
11 Cep,107119,325.479780,71.311417,119.48,94.49,4.55
HIP 88839,88839,272.020740,-28.457093,24.77,-31.59,4.55
2 Cet,301,0.934950,-17.335988,28.57,-7.28,4.55
HIP 16281,16281,52.478100,58.878750,-1.94,-1.14,4.55
2 Lac,110351,335.256420,46.536569,21.72,1.92,4.55
4 Lac,110609,336.129135,49.476392,-5.12,-3.37,4.55
19Omi Sco,80079,245.159085,-24.169320,-4.23,-14.71,4.55
31 Vul,103004,313.032015,27.096979,-72.33,-60.95,4.56
72 Leo,54951,168.800955,23.095502,-22.24,-9.48,4.56
63 Cyg,104194,316.650390,47.648403,6.51,-0.99,4.56
Tau1Lup,70574,216.534285,-45.221424,-13.51,-14.02,4.56
Del Ret,18597,59.686425,-61.400185,9.79,-14.39,4.56
17 Per,13328,42.878490,35.059741,9.29,-63.02,4.56
HIP 44700,44700,136.632375,38.452215,-28.37,-14.34,4.56
136 Tau,27830,88.331850,27.612262,3.82,-9.58,4.56
1Sig Ara,86092,263.914980,-46.505684,-25.13,-38.32,4.56
HIP 16870,16870,54.273660,-40.274545,2.77,-14.23,4.57
5Rho Oph,80473,246.396330,-23.447178,-5.61,-25.04,4.57
Cujam,80463,246.353970,14.033270,39.39,-59.89,4.57
113 Her,92818,283.687020,22.645076,6.40,1.03,4.57
13 Vul,97886,298.365390,24.079614,22.78,36.29,4.57
Del CrA,94005,287.087340,-40.496703,48.05,-26.84,4.57
Dziban,86614,265.484670,72.148843,26.60,-269.77,4.57
HIP 48374,48374,147.919470,-46.547620,-24.41,9.80,4.58
57Mu Oph,86284,264.461310,-8.118771,-11.70,-20.38,4.58
42 Ori,26237,83.846520,-4.838358,4.29,-7.15,4.58
10 Dra,67627,207.858075,64.723272,1.45,-4.55,4.58
HIP 64425,64425,198.073380,-59.920579,-28.54,-17.46,4.58
13 Sco,79404,243.075855,-27.926372,-10.31,-23.17,4.58
HIP 52468,52468,160.884585,-60.566619,-15.22,3.12,4.58
Salm,115250,350.159340,23.740337,30.48,-9.14,4.58
30Psi2Ori,25473,81.709290,3.095674,0.34,-1.11,4.59
Del Scl,117452,357.231405,-28.130268,100.03,-104.04,4.59
31Tau1Hya,46509,142.287075,-2.768964,100.93,-3.15,4.59
5Eps2Lyr,91926,281.094915,39.612721,5.83,51.83,4.59
10Del CrB,77512,237.398550,26.068394,-79.85,-63.78,4.59
2 Sco,77840,238.402995,-25.327142,-14.42,-25.40,4.59
HIP 54751,54751,168.150075,-60.317625,-6.23,2.33,4.59
Gam Cam,17959,57.589530,71.332266,18.27,-42.00,4.59
4Pi 2UMa,42527,130.053600,64.327936,-59.42,26.44,4.59
HIP 50555,50555,154.903155,-55.029305,-14.79,4.03,4.59
Mu Phe,3245,10.331490,-46.085007,-28.92,1.04,4.59
52 Sgr,96465,294.176790,-24.883623,68.70,-23.19,4.59
HIP 17351,17351,55.708620,-37.313518,-90.81,-71.42,4.59
35Omi Boo,72125,221.310255,16.964280,-60.87,-50.69,4.60
Iot Ant,53502,164.179335,-37.137765,74.96,-124.50,4.60
58Pi Dra,95081,290.167005,65.714531,14.09,41.61,4.60
1Chi Her,77760,238.168545,42.451518,438.97,629.52,4.60
40Ups2Hya,49402,151.281120,-13.064626,-37.48,19.90,4.60
HIP 20070,20070,64.560840,50.295502,46.59,-56.43,4.60
HIP 75501,75501,231.334275,-38.733620,-46.05,-13.35,4.60
28Ome Per,14817,47.822445,39.611582,-26.21,4.78,4.61
HIP 39095,39095,119.966880,-18.399228,-7.29,-35.07,4.61
47 Cyg,101474,308.475780,35.250852,-2.26,-5.35,4.61
21 Lyn,36145,111.678555,49.211527,-10.79,-48.57,4.61
37 Lib,76219,233.544570,-10.064529,305.62,-234.12,4.61
111Xi Psc,8833,28.388955,3.187536,23.69,23.90,4.61
24The And,1366,4.272945,38.681636,-50.01,-17.90,4.61
33 Psc,443,1.333920,-5.707618,-8.29,88.19,4.61
Alya,92946,284.054925,4.203595,37.69,26.98,4.62
36Tau9Eri,18673,59.981175,-24.016215,11.41,17.08,4.62
HIP 54301,54301,166.635225,-62.424113,-36.83,9.57,4.62
HIP 62327,62327,191.594715,-56.488815,-33.11,-14.62,4.62
Lam Cru,63007,193.663335,-59.146701,-33.35,-14.75,4.62
HIP 56480,56480,173.690325,-54.264091,-55.55,16.64,4.62
The CrA,90982,278.375745,-42.312510,32.48,-21.03,4.62
102Iot Tau,23497,75.773940,21.589962,68.94,-40.85,4.62
3Ups Oph,80628,246.950775,-8.371731,-67.26,-12.60,4.62
Kap Pyx,44824,137.011995,-25.858536,35.83,0.49,4.62
63Chi Leo,54182,166.254285,7.336007,-344.41,-47.40,4.62
57Zet Ser,88175,270.120870,-3.690269,154.17,-44.43,4.62
36Ups Ori,25923,82.982745,-7.301537,-0.54,-4.44,4.62
Castula,4422,14.166480,59.181056,-92.56,-45.33,4.62
HIP 73199,73199,224.396145,65.932460,-78.26,32.48,4.63
HIP 45448,45448,138.937830,-37.413144,13.85,-7.26,4.63
HIP 38500,38500,118.265160,-49.613044,-8.44,14.65,4.63
Nu Pav,90797,277.843440,-62.278302,-0.96,-45.59,4.63
48Eps Ari,13914,44.803020,21.340429,-13.04,-6.55,4.63
HIP 42835,42835,130.918230,-7.233730,-11.68,-1.05,4.63
Iot1Nor,78662,240.883965,-57.775064,-118.32,-78.34,4.63
1 Sco,77635,237.744780,-25.751295,-13.64,-24.91,4.63
47Omi Dra,92512,282.800220,59.388351,77.56,25.43,4.63
84Psi Peg,118131,359.439705,25.141401,-36.06,-32.25,4.63
1 Pup,37648,115.884945,-28.410885,-13.62,29.79,4.63
83 UMa,66738,205.184505,54.681634,-19.14,-11.37,4.63
HIP 61789,61789,189.968910,-39.987302,-42.01,-24.94,4.63
33Tau8Eri,18216,58.427925,-24.612230,30.93,-7.18,4.64
HIP 76829,76829,235.297575,-44.661205,-168.70,-265.69,4.64
62Chi2Ori,28716,90.979935,20.138452,2.19,-2.81,4.64
32Nu Aql,95585,291.629535,0.338570,-0.86,-2.30,4.64
3 And,113919,346.045530,50.052091,166.70,167.30,4.64
HIP 67234,67234,206.664060,-51.432766,10.33,-27.98,4.64
7Zet1CrB,76669,234.844485,36.635812,-15.29,-6.51,4.64
20 Oph,82369,252.458445,-10.783000,93.70,-81.94,4.64
71 Oph,88765,271.826505,8.733867,9.79,30.24,4.64
4Zet Del,101589,308.827230,14.674213,45.08,11.71,4.64
9 Lac,111674,339.343485,51.545123,-51.31,-103.34,4.64
69 Her,84606,259.417755,37.291498,-42.74,63.76,4.64
7Pi 1Ori,22845,73.723860,10.150833,40.08,-128.37,4.64
35 Ari,12719,40.862970,27.707146,3.51,-9.97,4.65
Eta Nor,78639,240.803685,-49.229695,41.18,10.39,4.65
HIP 27890,27890,88.524870,-63.089627,120.11,573.43,4.65
HIP 35363,35363,109.576650,-36.733962,-11.29,1.85,4.65
8Pi Vir,58590,180.218295,6.614322,-0.25,-29.71,4.65
86Rho Tau,21273,68.462145,14.844424,103.69,-25.94,4.65
11 Ori,23607,76.142295,15.404105,18.40,-30.99,4.65
HIP 51192,51192,156.851970,-57.638805,-6.71,3.72,4.65
HIP 36917,36917,113.845410,-28.369323,-66.90,-18.71,4.65
HIP 36514,36514,112.677510,-30.962281,-11.74,0.84,4.65
HIP 35205,35205,109.145805,-27.881179,-12.48,38.83,4.66
3Psi1Lup,76705,234.941580,-34.411926,5.65,-13.70,4.66
53Chi Cet,8497,27.396270,-10.686410,-148.90,-94.47,4.66
Gam1Sgr,88567,271.255110,-29.580087,4.03,-4.61,4.66
26Chi Vir,61740,189.811530,-7.995564,-77.30,-24.66,4.66
HIP 62012,62012,190.647870,-48.813109,-123.27,-30.36,4.66
45Ome UMa,53295,163.494720,43.189956,44.78,-24.43,4.66
Zet Sct,90135,275.914935,-8.934383,51.89,52.29,4.66
19Pi CMa,33302,103.905960,-20.136497,51.35,39.75,4.66
Asellus Borealis,42806,130.821465,21.468501,-106.94,-39.25,4.66
84Chi Psc,5571,17.863410,21.034650,41.66,-10.55,4.66
15 Vul,98543,300.275190,27.753573,57.99,3.76,4.66
15 Mon,31978,100.244415,9.895754,-0.66,-2.51,4.66
HIP 44626,44626,136.409910,-70.538497,-4.36,9.89,4.66
HIP 89678,89678,274.513290,-27.042641,4.48,-2.76,4.66
14Tau UMa,45075,137.729115,63.513633,99.16,-60.96,4.67
Tegmine,40167,123.053025,17.647771,28.29,-150.94,4.67
Gam Mic,103738,315.322755,-32.257767,-2.09,-0.19,4.67
93 Her,88128,270.014235,16.750919,-7.53,-10.61,4.67
52 Per,19811,63.722145,40.483671,9.72,-21.58,4.67
85Phi Psc,5742,18.437280,24.583713,18.58,-21.26,4.67
34 Per,16244,52.341840,49.508948,22.16,-29.18,4.67
4Eps1Lyr,91919,281.084760,39.670123,10.55,60.23,4.67
18The Lep,28910,91.538850,-14.935254,-16.87,13.16,4.67
Gam Sct,90595,277.299390,-14.565813,3.07,-3.48,4.67
92Sig2Tau,21683,69.818745,15.917977,82.40,-19.53,4.67
Alsafi,96100,293.087235,69.661175,598.43,-1738.81,4.67
37 LMi,52098,159.680055,31.976237,0.10,7.18,4.68
Nu For,9677,31.122660,-29.296819,12.56,8.54,4.68
22Pi Per,13879,44.690280,39.662728,25.88,-40.67,4.68
29Pi Leo,49029,150.053355,8.044223,-30.06,-22.11,4.68
Bunda,106786,324.437955,-7.854201,114.29,-24.44,4.68
HIP 43878,43878,134.080290,-52.723475,-16.58,14.60,4.68
Del1Aps,80047,245.086785,-78.695745,-9.91,-36.59,4.68
66 Aqr,112211,340.896810,-18.830375,-31.40,-28.02,4.68
Eta2Hyi,8928,28.733580,-67.647303,76.00,73.17,4.68
74 Vir,66006,202.991190,-6.255816,-103.80,-43.40,4.68
39Chi Cas,7294,23.482920,59.232040,-43.06,-23.18,4.68
HIP 47310,47310,144.613695,4.649293,-165.45,-49.93,4.68
24 CVn,66234,203.613750,49.015973,-128.28,27.39,4.68
12Phi Cyg,96683,294.844185,30.153321,1.95,36.07,4.68
HIP 38089,38089,117.084120,-47.077722,-101.31,-78.38,4.69
Iot Phe,116389,353.768985,-42.615075,42.18,10.78,4.69
28 Mon,39211,120.305565,-1.392608,65.97,-75.73,4.69
HIP 52102,52102,159.687510,-59.182997,-14.29,0.79,4.69
Eps Ind,108870,330.832290,-56.785977,3959.97,-2538.84,4.69
HIP 37173,37173,114.575190,-25.364804,-2.28,-6.70,4.69
Azelfafage,107136,325.523595,51.189622,5.25,-2.11,4.69
Iot Cru,62268,191.408250,-60.981318,112.51,-64.86,4.69
73Pi Tau,20732,66.651555,14.713782,-7.57,-31.15,4.69
15Lam Aur,24813,79.784925,40.099051,519.39,-664.79,4.69
101 Aqr,116247,353.319270,-20.914504,-2.55,8.64,4.70
Terebellum,98066,298.959765,-26.299506,203.96,74.40,4.70
HIP 24927,24927,80.112165,-21.239763,10.78,-9.91,4.70
Omi Hya,56922,175.053315,-34.744660,-44.04,-1.84,4.70
Zet1Sco,82671,253.498860,-42.362025,-0.48,-2.17,4.70
HIP 113116,113116,343.601835,84.346177,98.45,23.89,4.70
21The Crt,56633,174.170475,-9.802247,-59.32,2.82,4.70
Del Sct,91726,280.568445,-9.052549,7.87,2.02,4.70
5Gam Equ,104521,317.585415,10.131579,49.07,-151.85,4.70
31 Ori,25737,82.433250,-1.092239,0.19,-26.08,4.71
The Pyx,45902,140.373300,-25.965439,-12.28,-9.20,4.71
Kap Ret,16245,52.343370,-62.937527,383.05,373.11,4.71
HIP 63945,63945,196.569630,-48.463289,-29.72,-14.68,4.71
Eps Mic,105140,319.484490,-32.172539,55.46,-22.12,4.71
4Omi1Ori,22667,73.133175,14.250642,-2.62,-56.13,4.71
27Zet Crt,57283,176.190735,-18.350674,27.15,-24.56,4.71
Zet Dor,23693,76.377795,-57.472704,-31.87,117.42,4.71
Lam Pyx,46026,140.801085,-28.833873,-128.65,20.58,4.71
25Chi Aur,25984,83.181975,32.192022,-1.81,-4.00,4.71
89 Aqr,114375,347.478735,-22.457611,35.92,-7.79,4.71
HIP 68191,68191,209.412135,-63.686696,-40.45,-32.83,4.71
Libertas,97938,298.562010,8.461453,101.43,-81.28,4.71
91Lam Cet,13954,44.928750,8.907365,9.22,-14.92,4.71
HIP 51438,51438,157.583715,-71.992793,27.94,-30.04,4.72
HIP 51658,51658,158.307975,40.425560,-142.04,8.00,4.72
31Ups Aur,27639,87.760125,37.305573,36.96,-44.76,4.72
43Kap Cap,107188,325.664595,-18.866323,145.90,-9.05,4.72
11 Com,60202,185.179290,17.792868,-109.67,88.50,4.72
6Ups Her,78592,240.699510,46.036705,56.01,-61.25,4.72
Del Pic,29276,92.574630,-54.968645,-4.11,6.53,4.72
The2Cru,58867,181.080120,-63.165711,-17.19,-0.01,4.72
41 Oph,84514,259.152855,-0.445297,-33.09,-63.92,4.72
HIP 46371,46371,141.826650,-22.343783,171.66,-150.17,4.72
20 CVn,64844,199.385685,40.572608,-125.67,18.45,4.72
36Psi Cas,6692,21.483120,68.130012,75.07,26.82,4.72
22 Ori,25044,80.440620,-0.382465,0.45,1.67,4.72
30 LMi,51056,156.478425,33.796120,-75.28,-59.00,4.72
19 Pup,40084,122.817945,-12.926999,-26.04,8.08,4.72
Del Nor,78914,241.622640,-45.173185,17.47,37.03,4.73
6Mu Aqr,103045,313.163475,-8.983318,47.06,-32.91,4.73
65 And,11313,36.405900,50.278631,23.79,-14.35,4.73
38 Gem,33202,103.660980,13.177827,70.19,-77.79,4.73
61 Leo,53907,165.456975,-2.484585,9.58,-36.11,4.73
HIP 40096,40096,122.857890,-42.987278,-5.33,4.60,4.73
16Tau CrB,79119,242.242935,36.490944,-40.71,343.47,4.73
31Omi Aqr,108874,330.828510,-2.155363,24.81,-11.14,4.74
59 Cyg,103632,314.956470,47.520951,7.25,2.47,4.74
8Rho UMa,44390,135.636300,67.629619,-22.08,18.15,4.74
76Sig Cet,11783,38.021790,-15.244677,-80.92,-146.84,4.74
HIP 12413,12413,39.949890,-42.891670,92.11,-15.07,4.74
17 Eri,16341,52.654410,-5.075145,13.31,7.34,4.74
38Rho Ser,77661,237.816300,20.977919,-54.70,17.99,4.74
HIP 42624,42624,130.304730,-47.317125,-10.53,6.87,4.74
HIP 15520,15520,49.996935,65.652292,11.27,-14.32,4.74
4 Sgr,88116,269.948145,-23.816133,-5.40,-50.30,4.74
90Ups Psc,6193,19.866645,27.264059,26.21,-11.62,4.74
HIP 116602,116602,354.462405,-45.492351,71.36,-12.34,4.74
HIP 69191,69191,212.478630,-53.438946,-144.17,-90.54,4.74
Zet CrA,93542,285.778605,-42.095105,55.74,-45.33,4.74
HIP 39903,39903,122.253195,-61.302429,-155.04,-297.69,4.74
61 Vir,64924,199.601445,-18.311196,-1069.90,-1063.78,4.74
8 Cyg,96052,292.943010,34.452968,1.06,-3.58,4.74
14Lam Cas,2505,7.943085,54.522289,40.78,-14.81,4.74
4Psi2Lup,76945,235.670925,-34.710407,-23.96,-30.43,4.75
43Kap Lib,76880,235.486665,-19.678828,-33.21,-104.33,4.75
34Omi Cep,115088,349.656000,68.111445,54.88,10.91,4.75
21Iot Boo,69713,214.041585,51.367231,-149.98,89.42,4.75
HIP 35020,35020,108.658920,-48.271927,-4.18,0.63,4.75
4 Cen,67786,208.302255,-31.927612,-13.53,-10.74,4.75
Phi1Pav,101612,308.895045,-60.581749,70.15,-185.58,4.75
Mu Mus,57581,177.060450,-66.814910,30.77,-16.25,4.75
5 CVn,60485,186.006210,51.562257,13.15,11.32,4.76
36 Com,63355,194.731020,17.409446,-38.66,34.95,4.76
HIP 47522,47522,145.320870,-23.591514,-29.14,3.02,4.76
9 Cep,106801,324.480105,62.081940,-1.90,-2.84,4.76
55 UMa,55266,169.782960,38.185557,-57.15,-68.10,4.76
Zet Aps,84969,260.497965,-67.770668,-37.10,-7.78,4.76
1 Vul,94703,289.054335,21.390428,0.73,-6.12,4.76
69 Vir,65639,201.863190,-15.973578,-122.13,21.61,4.76
Lam1Phe,2472,7.853910,-48.803514,140.74,19.47,4.76
HIP 67665,67665,207.947820,34.444240,-20.49,-31.82,4.76
HIP 38901,38901,119.417115,-30.334570,-8.11,7.14,4.76
